ZIPCODE,CITY,STATE
10970-9698,ABILENE,TX
10970-1842,BUFFALO,NY
10980-7412,MOBILE,AL
10970-9699,MONTGOMERY,AL
10970-1843,ADA,OK
10970-1844,ADA,OK
10970-1845,FAIRFIELD,CT
10960-8289,SALT LAKE CITY,UT
10980-7413,PLAINVIEW,TX
10970-1846,ROCKVILLE,MD
10970-1847,KIRKSVILLE,MO
10980-7414,ALEXANDRIA,VA
10970-1848,ITHACA,NY
10960-8290,PITTSBURGH,PA
10970-9700,TOWSON,MD
10970-9701,BLOOMSBURG,PA
10980-7415,ANGWIN,CA
10980-7416,BRIDGEPORT,CT
10980-7417,COLUMBUS,OH
10980-7418,DALLAS,TX
10980-7419,COLUMBIA,MO
10970-1849,MONTREAL,PQ
10970-1850,BETHESDA,MD
10970-9702,RENO,NV
10980-7420,WILLIMANTIC,CT
10960-8291,MCPHERSON,KS
10970-1851,SPOKANE,WA
10980-7421,PRINCETON,NJ
11000-1271,LOS ANGELES,CA
10970-1852,SAN JOSE,CA
10970-1853,CHAPEL HILL,NC
10970-1854,CHARLOTTESVILLE,VA
10980-7422,CAMBRIDGE,MA
11000-4432,WASHINGTON,DC
10970-9703,FREELAND,MI
11000-0045,NEW YORK,NY
10960-8292,IRVINE,CA
10980-7423,GRAND FORKS,ND
10980-7424,GRAND FORKS,ND
10970-1855,LEWISBURG,WV
11000-4433,MACON,GA
10980-7425,NEW YORK,NY
10970-1856,OLD WESTBURY,NY
10970-1857,IRVINE,CA
10980-7426,SEATTLE,WA
10960-8293,WASHINGTON,DC
10980-7427,EDMONTON,AB
10980-7428,ANN ARBOR,MI
10960-8294,OSHKOSH,WI
11000-0046,KANSAS CITY,KS
10960-8295,SAN FRANCISCO,CA
10960-8296,BETHESDA,MD
10970-1858,THOROFARE,NJ
10960-8297,CHATTANOOGA,TN
10970-9704,JACKSON,FL
10960-8298,JACKSON,MS
10960-8299,DENVER,CO
10960-8300,MILWAUKEE,WI
10960-8301,MEMPHIS,TN
10970-1859,DAVIS,CA
10980-7429,TAMPA,FL
10970-1860,ATLANTA,GA
11000-2391,COLUMBUS,OH
10970-1861,LOS ANGELES,CA
10970-1862,LOS ANGELES,CA
10960-8302,CHARLESTON,SC
10970-1863,CHARLESTON,SC
10960-8303,BIRMINGHAM,AL
10970-1864,SHREVEPORT,LA
10980-7430,ALEXANDRIA,VA
10970-1865,WASHINGTON,DC
10970-1866,WASHINGTON,DC
10970-1867,WASHINGTON,DC
10970-1868,WASHINGTON,DC
10970-1869,WASHINGTON,DC
10970-1870,SACRAMENTO,CA
10980-7431,NEW ORLEANS,LA
10980-7432,SEATTLE,WA
10970-1871,ALEXANDRIA,VA
10980-7433,MEMPHIS,TN
10980-7434,COLUMBIA,MO
11000-1272,CHAPEL HILL,NC
10960-8305,PISCATAWAY,NJ
10970-1872,CHARLESTON,SC
10970-1873,MILWAUKEE,WI
11000-1273,MILWAUKEE,WI
11000-1274,LA JOLLA,CA
10970-1874,PITTSBURGH,PA
11000-1275,DECATUR,GA
10970-1875,CHICAGO,IL
10970-1876,ANN ARBOR,MI
10970-1877,DENVER,CO
10970-1878,MEMPHIS,TN
10970-1879,DENVER,CO
11000-1276,FRESNO,CA
10970-1880,PIPPA PASSES,KY
10970-9705,WOOSTER,OH
10970-9706,BOSTON,MA
11000-1277,SEWANEE,TN
10970-1881,COLUMBIA,SC
11000-0047,TAMPA,FL
10970-1882,WISE,VA
10970-9707,ATHENS,WV
10970-1883,GREENVILLE,NC
11000-0048,CHICAGO,IL
11000-0049,NEW ORLEANS,LA
10980-7435,WASHINGTON,DC
10970-1884,CHICAGO,IL
10970-1885,NEW YORK,NY
10970-1886,WASHINGTON,DC
10980-7436,PRINCETON,NJ
10980-7437,WASHINGTON,DC
10970-1887,PALO ALTO,CA
11000-2392,DETROIT,MI
10980-7438,CHAPEL HILL,NC
10980-7439,BEARSVILLE,NY
10970-1888,LA JOLLA,CA
10970-9708,DANBURY,CT
11000-2393,CHAPEL HILL,NC
11000-2394,BALTIMORE,MD
10970-9709,DURHAM,NC
10970-1889,LOS ANGELES,CA
10970-9710,HOUSTON,TX
10970-9711,ALBUQUERQUE,NM
10970-1890,PHILADELPHIA,PA
10970-1891,PHILADELPHIA,PA
10980-7440,BOSTON,MA
10970-9712,BUFFALO,NY
10970-1892,PHILADELPHIA,PA
10970-9713,BALTIMORE,MD
10970-9714,LITCHFIELD,CT
10960-8306,MARSTONS MILLS,MA
10970-9715,WINSTON-SALEM,NC
10970-9716,DALLAS,TX
10970-1893,LA JOLLA,CA
10970-1894,LAS VEGAS,NV
10970-1895,LAS VEGAS,NV
10980-7441,CHARLESTON,SC
11000-2395,CHARLESTON,SC
10970-1896,LOS ANGELES,CA
11000-2396,AUSTIN,TX
10970-1897,LENNOX,CA
10970-1898,DENVER,CO
10970-1899,ROCHESTER,NY
11000-2397,CINCINNATI,OH
10980-7442,LEXINGTON,KY
10980-7443,RENO,NV
10980-7444,CHICAGO,IL
10960-8307,PALO ALTO,CA
11000-0050,MAYWOOD,IL
10970-1900,NEW YORK,NY
11000-0051,COLLEGE STATION,TX
10970-1901,HARTFORD,CT
10970-1902,NEW BRITAIN,CT
10970-1903,LENNOX,CA
10970-1904,LOS ANGELES,CA
10970-1905,LOS ANGELES,CA
10970-9717,KIRKSVILLE,MO
10980-7445,LOS ANGELES,CA
10970-1906,HOUSTON,TX
11000-2398,NASHVILLE,TN
10970-9718,LITTLE ROCK,AR
10970-9719,WASHINGTON,DC
10960-8308,TORONTO,ON
10980-7446,MT. PLEASANT,SC
11000-1278,MINNEAPOLIS,MN
10970-1907,BALTIMORE,MD
10970-1908,TULSA,OK
10970-1909,DES MOINES,IA
11000-1279,SAINT LOUIS,MO
11000-2399,CALGARY,AB
10980-7448,PHILADELPHIA,PA
11000-1280,FARMINGTON,CT
10970-1910,BETHESDA,MD
11000-4434,NEW HYDE PARK,NY
10980-7449,KANSAS CITY,KS
10980-7450,KANSAS CITY,KS
10980-7451,KANSAS CITY,KS
10970-1911,PHILADELPHIA,PA
10980-7452,BALLSTON LAKE,NY
10960-8309,WASHINGTON,DC
11000-4435,BRONX,NY
10980-7453,MANHASSET,NY
10980-7454,HONOLULU,HI
11000-4436,NEW YORK,NY
10980-7455,KANSAS CITY,KS
10980-7456,KANSAS CITY,KS
10970-9720,KANSAS CITY,KS
10980-7457,KANSAS CITY,KS
11000-4437,KANSAS CITY,KS
10980-7458,KANSAS CITY,KS
10980-7459,KANSAS CITY,KS
10980-7460,KANSAS CITY,KS
10970-1912,WASHINGTON,DC
11000-1281,WASHINGTON,DC
10970-1913,ANN ARBOR,MI
11000-1282,BUFFALO,NY
10980-7461,KANSAS CITY,KS
10980-7462,WASHINGTON,PA
10980-7463,KANSAS CITY,KS
10980-7464,KANSAS CITY,KS
10980-7465,KANSAS CITY,KS
10980-7466,KANSAS CITY,KS
10980-7467,KANSAS CITY,KS
10970-1914,KANSAS CITY,KS
10980-7468,KANSAS CITY,KS
10980-7469,KANSAS CITY,KS
10960-8310,GAINESVILLE,FL
10980-7470,SAN DIEGO,CA
10980-7471,LA JOLLA,CA
11000-0052,LOS ANGELES,CA
10970-1915,KYKOTSMOVI,AZ
10970-1916,PHOENIX,AZ
11000-2400,HOUSTON,TX
10980-7472,SALT LAKE CITY,UT
11000-0053,NASHVILLE,TN
11000-2401,CANTON,MI
10970-9721,DETROIT,MI
10980-7473,ROOTSTOWN,OH
10980-7474,DETROIT,MI
10970-1917,TALLAHASSEE,FL
11000-1283,GARDEN CITY,NY
10970-1918,ALACHUA,FL
10980-7475,BUFFALO,NY
10980-7476,NEW BRUNSWICK,NJ
11000-0054,BETHLEHEM,PA
10970-1919,WASHINGTON,DC
11000-4438,ATLANTA,GA
10970-1920,BOSTON,MA
10970-1921,LOS ANGELES,CA
10980-7477,HERSHEY,PA
10970-9722,TUCSON,AZ
10970-1922,WASHINGTON,DC
11000-2402,CHAPEL HILL,NC
10980-7478,OMAHA,NE
10970-1923,CHEVY CHASE,MD
10960-8311,CHARLOTTESVILLE,VA
10980-7479,WASHINGTON,DC
11000-2403,NEW YORK,NY
10980-7480,SYRACUSE,NY
11000-2404,ATLANTA,GA
10960-8312,RICHMOND,VA
10980-7481,HOUSTON,TX
10970-1924,EAST LANSING,MI
10970-1925,CHICAGO,IL
10980-7482,LOS ANGELES,CA
10970-1926,OKLAHOMA CITY,OK
10980-7483,WASHINGTON,DC
10980-7484,PLEASANTON,CA
10970-1927,NORTHFIELD,IL
10970-9723,CLEMSON,SC
10960-8313,NASHVILLE,TN
10970-1928,TAMPA,FL
10970-1929,BELMONT,NC
10970-1930,FUNDDULAC,WI
10970-9724,WHITTIER,CA
10970-1931,ANN ARBOR,MI
10980-7485,TAMPA,FL
10970-9725,FULLERTON,CA
10980-7486,SAN MARCOS,TX
10980-7487,REFORM,AL
10980-7488,SANTA CRUZ,CA
10970-9726,BETHLEHEM,PA
11000-0055,POMONA,CA
10960-8314,CHICAGO,IL
10960-8315,WORCESTER,MA
10960-8316,KIRKSVILLE,MO
10970-1932,KIRKSVILLE,MO
11000-0056,RENO,NV
10960-8317,STRATFORD,NJ
10960-8318,TULSA,OK
10960-8319,PORTLAND,OR
10960-8320,CHARLESTON,SC
10970-1933,TUSKEGEE,AL
10970-1934,FAIRBANKS,AK
10960-8322,WASHINGTON,DC
10970-1935,NORGALES,AZ
10970-1936,PHOENIX,AZ
10970-1937,MIAMI,AZ
10970-1938,FLAGSTAFF,AZ
10970-1939,CHICO,CA
10970-9727,ANN ARBOR,MI
10970-1940,SAN DIEGO,CA
10970-1941,LOS ANGELES,CA
10970-1942,LOS ANGELES,CA
10970-1943,SANTA ROSA,CA
10970-1944,SALINAS,CA
10970-1945,MODESTO,CA
10960-8323,LOS ANGELES,CA
10960-8324,SAN JOSE,CA
10970-1946,GREELEY,CO
10970-1947,ALAMOSA,CO
10970-1948,CLIFTON,CO
10970-1949,WEST PALM BEACH,FL
10970-1950,APOPKA,FL
10970-1951,ALACHUA,FL
10970-1952,TALLAHASEE,FL
10970-1953,MIAMI,FL
10970-1954,NICEVILLE,FL
10970-1955,DUBLIN,GA
10970-1956,ATLANTA,GA
10970-1957,CHICAGO,IL
10970-1958,CHICAGO,IL
10970-1959,PITTSBURG,KS
10970-1960,PADUCAH,KY
10980-7489,HOUSTON,TX
10960-8325,SEATTLE,WA
10960-8326,BETHESDA,MD
10970-1961,MADISONVILE,KY
10970-1962,MOREHEAD,KY
10970-1963,HAZARD,KY
10980-7490,CHARLOTTESVILLE,VA
10970-1964,BELLFLOWER,CA
10980-7491,TEMPLE,TX
10970-1965,ST LOUIS,MO
10980-7492,BOSTON,MA
10970-9728,CHICAGO,IL
10970-1966,SHREVEPORT,LA
10970-1967,LOS ANGELES,CA
10960-8327,ROCKVILLE,MD
10970-1968,SOLANA BEACH,CA
10980-7493,PORTLAND,OR
10980-7494,LANSING,MI
10970-9729,KALAMZOO,MI
10980-7495,OKLAHOMA CITY,OK
10970-1969,NEW YORK CITY,NY
10970-9730,GASPE,PQ
10970-1970,ROCKVILLE,MD
10960-8328,WASHINGTON,DC
10980-7496,WASHINGTON,DC
10960-8329,BETHESDA,MD
10970-1971,ROCKVILLE,MD
10980-7497,NEW YORK,NY
11000-0057,HAMPTON,VA
10970-1972,COLUMBUS,OH
10970-1973,NEWARK,NJ
10980-7498,WASHINGTON,DC
11000-0058,STANFORD,CA
10980-7499,BALTIMORE,MD
10980-7500,SYRACUSE,NY
10960-8330,OKLAHOMA CITY,OK
10970-9731,OBERLIN,OH
10970-1974,ST. PAUL,MN
10970-9732,ROCHESTER,NY
11000-4439,NORTH CHICAGO,IL
11000-1284,FRANKFORT,KY
10970-1975,LEXINGTON,KY
10970-1976,COLLEGE STATION,TX
10970-1977,OMAHA,NE
10970-1978,REDMOND,WA
10960-8331,ROOTSTOWN,OH
11000-4440,MAYWOOD,IL
11000-0059,BETHESDA,MD
10970-1979,WASHINGTON,DC
11000-0060,NEW YORK,NY
10980-7501,MIAMI,FL
10970-1980,PITTSBURGH,PA
10970-1981,FORT WORTH,TX
10980-7502,BIRMINGHAM,AL
10980-7503,GAINESVILLE,FL
10970-1982,MILWAUKEE,WI
10970-9733,CHICAGO,IL
11000-4441,TORONTO,ON
10970-1983,DURHAM,NC
10970-1984,DAYTON,OH
10970-9734,DENVER,CO
11000-2405,CLARKS SUMMIT,PA
10960-8332,BETHESDA,MD
11000-2406,NEWPORT BEACH,CA
10960-8333,PORTLAND,OR
10980-7504,CHICAGO,IL
10960-8334,SAYRE,PA
10980-7505,NEW YORK,NY
10970-9735,JOHNSON CITY,NY
11000-0061,BINGHAMTON,NY
10970-1985,CHICAGO,IL
10980-7506,EDMONTON,AB
10960-8335,GARY,IN
11000-1285,NORFOLK,VA
10960-8336,DANVILLE,PA
10960-8337,FAYETTE,MO
10960-8338,BOZEMAN,MT
10970-1986,BOISE,ID
10970-1987,SWARTHMORE,PA
10980-7507,NEW YORK,NY
10980-7508,CLINTON,MD
10970-1988,GREENSBORO,NC
10970-1989,LAWTON,OK
11000-0062,LA JOLLA,CA
10970-1990,IRVINE,CA
10960-8339,NEW ORLEANS,LA
10980-7509,WASHINGTON,DC
10980-7510,WASHINGTON,DC
10970-1991,WASHINGTON,DC
10980-7511,WASHINGTON,DC
10970-1992,ALBUQUERQUE,NM
10970-1993,ORANGE,CA
11000-0063,WASHINGTON,DC
10970-1994,ROCHESTER,NY
11000-0064,PHILADELPHIA,PA
10970-1995,CHARLESTON,SC
10970-1996,ALBANY,NY
11000-0065,CHARLESTON,SC
10980-7512,FRESNO,CA
10970-9736,NEW BRUNSWICK,NJ
10980-7513,NEW BRUNSWICK,NJ
10980-7514,NEW ORLEANS,LA
10980-7515,BUFFALO,NY
10970-9737,KIAWATH FALLS,OR
10980-7516,ALLENTOWN,PA
10980-7517,ALLENTOWN,PA
10980-7518,ALLENTOWN,PA
10980-7519,TOLEDO,OH
10980-7520,ORANGE,CA
10980-7521,ORANGE,CA
10980-7522,NEW ORLEANS,LA
10980-7523,SPRINGFIELD,IL
11000-0066,BALTIMORE,MD
10980-7524,CINCINNATI,OH
10970-1997,BETHESDA,MD
10970-1998,CHICAGO,IL
10970-1999,WHITTIER,CA
10970-9738,SILVER SPRING,MD
10970-2000,LA JOLLA,CA
10970-2001,HERSHEY,PA
10960-8340,DETROIT,MI
10980-7525,TAMPA,FL
10970-2002,PALO ALTO,CA
10980-7526,PALO ALTO,CA
10970-2003,MORGANTOWN,WV
10970-9739,DETROIT,MI
10980-7527,INDIANAPOLIS,IN
10970-9740,BETHESDA,MD
10980-7528,SPRINGFIELD,IL
10970-9741,TOLEDO,OH
10970-2004,ALEXANDRIA,VA
10970-2005,CHARLOTTESVILLE,VA
10980-7529,JACKSONVILLE,FL
10980-7530,AUGUSTA,GA
10980-7531,CINCINNATI,OH
10970-9742,BROOKLYN,NY
10970-2006,WASHINGTON,DC
10980-7532,ST. LOUIS,MO
10970-2007,PHILADELPHIA,PA
10980-7533,PHILADELPHIA,PA
10970-2008,PHILADELPHIA,PA
10960-8341,COLUMBUS,OH
11000-0067,ARLINGTON,MA
10970-2009,CLEVELAND,MS
10970-2010,CHANDLER,AZ
11000-1286,BUFFALO,NY
10970-2011,CHAPEL HILL,NC
10970-2012,BOSTON,MA
11000-0068,SAN FRANCISCO,CA
10960-8342,SAN FRANCISCO,CA
10960-8343,SAN FRANCISCO,CA
10960-8344,DAVIS,CA
11000-0069,LAS CRUCES,NM
10960-8345,BUFFALO,NY
10960-8346,PORTLAND,OR
10970-2013,SEATTLE,WA
10980-7534,CARMEL,IN
10970-2014,PITTSBURGH,PA
10970-2015,BOSTON,MA
10970-2016,LEXINGTON,KY
10970-2017,LEXINGTON,KY
10960-8347,LEXINGTON,KY
10970-2018,ARLINGTON,VA
10970-2019,NEWARK,NJ
10970-2020,PRINCETON,NJ
10970-2021,DETROIT,MI
10970-2022,DES PLAINES,IL
10970-2023,OMAHA,NE
10970-2024,OMAHA,NE
11000-2407,BROOKLYN,NY
11000-4442,NEW YORK,NY
10960-8348,IOWA CITY,IA
10970-2025,HAMILTON,ON
10960-8349,TORONTO,ON
11000-2408,EDMONTON,AB
10960-8350,KANSAS CITY,MO
10970-2026,GALVESTON,TX
11000-1287,NEWARK,NJ
10960-8351,WASHINGTON,DC
10960-8352,LEXINGTON,KY
10980-7535,MORGANTOWN,WV
10960-8353,WASHINGTON,DC
10970-2027,WASHINGTON,DC
10970-2028,WASHINGTON,DC
10970-2029,WASHINGTON,DC
10970-2030,WASHINGTON,DC
10970-2031,WASHINGTON,DC
10960-8355,WASHINGTON,DC
10980-7536,MIDLOTHIAN,VA
11000-0070,BURLINGTON,VT
10970-2032,LOMA LINDA,CA
11000-2409,CALGARY,AB
10970-2033,ST. CHARLES,MO
11000-1288,LEXINGTON,KY
10970-2034,CHICAGO,IL
10970-2035,SACRAMENTO,CA
10970-2036,CHICAGO,IL
10970-2037,CHICAGO,IL
11000-0071,CHAGRIN FALLS,OH
10970-2038,PHILADELPHIA,PA
10960-8356,PHILADELPHIA,PA
10970-2039,WICHITA,KS
11000-2410,DAYTON,OH
10980-7537,PORTLAND,OR
10980-7538,MILWAUKEE,WI
10980-7539,NASHVILLE,TN
10980-7540,AUGUSTA,GA
10970-2040,PHILADELPHIA,PA
10980-7541,RICHMOND,VA
10960-8357,SAN FRANCISCO,CA
10980-7542,ATLANTA,GA
11000-4443,ROCHESTER,NY
10980-7543,COLUMBIA,MO
10980-7544,STANFORD,CA
10980-7545,PROVIDENCE,RI
10980-7546,LITTLE ROCK,AR
10980-7547,OKLAHOMA CITY,OK
10980-7548,MACON,GA
10980-7549,WORCESTER,MA
10980-7550,LEXINGTON,KY
10980-7551,JOHNSON CITY,TN
10980-7552,PISCATAWAY,NJ
10980-7553,DENVER,CO
10980-7554,PHILADELPHIA,PA
10980-7555,ST. LOUIS,MO
10970-2041,OPELILA,AL
10980-7556,BETHESDA,MD
10980-7557,GAINESVILLE,FL
10970-2042,BOWLING GREEN,KY
10980-7558,MINNEAPOLIS,MN
10970-2043,CORBIN,KY
10970-2044,LOUISVILLE,KY
10980-7559,COLUMBIA,MO
10960-8358,HAMMOND,LA
10980-7560,BOSTON,MA
10980-7561,PHILADELPHIA,PA
10970-2045,SPRINGFIELD,MA
10970-2046,BOSTON,MA
10970-2047,WORCESTER,MA
10960-8359,MARION,MA
10970-2048,LAWRENCE,MA
10970-2049,CUMBERLAND,MD
10970-2050,HOLLOWELL,ME
11000-1289,WHEATON,IL
10970-2051,ANN ARBOR,MI
11000-1290,TAMPA,FL
11000-1291,OMAHA,NE
10970-2052,NEW ORLEANS,LA
10970-2053,NEW ORLEANS,LA
10970-2054,ALBUQUERQUE,NM
10960-8360,NEW YORK,NY
10970-2055,WORCESTER,MA
10960-8361,MACON,MO
10970-2056,POPLER BLUFF,MO
10960-8362,BOZEMAN,MT
10970-2057,ATLANTIC CITY,NJ
10970-2058,BRIDGETOWN,NJ
10970-2059,DEERFIELD,IL
10970-2060,WASHINGTON,DC
10980-7562,CAMDEN,NJ
10960-8363,LAS VEGAS,NM
11000-2411,ELKO,NV
11000-2412,CHAPEL HILL,NC
10960-8364,NEW YORK,NY
10970-2061,WASHINGTON,DC
10960-8365,FAYETTEVILLE,NC
10970-2062,GREENVILLE,NC
10960-8366,WILMINGTON,NC
10960-8367,METAIRIE,LA
10970-2063,SPRINGFIELD,IL
10970-2064,ROOTSTOWN,OH
10970-2065,YOUNGTOWN,OH
10960-8368,BRYAN,OH
11000-0072,ANN ARBOR,MI
10970-2066,WORCESTER,MA
10970-2067,HOUSTON,TX
10970-2068,BUFFALO,NY
10970-2069,ATHENS,OH
10960-8369,SANDUSKY,OH
10970-2070,AKRON,OH
10970-2071,LIMA,OH
10960-8370,CLEVELAND,OH
10960-8371,LIMA,OH
10970-2072,POTEAU,OK
10970-2073,LAWTON,OK
10980-7563,OMAHA,NE
10970-2074,LAGRANDA,OR
10980-7564,MADISON,WI
11000-0073,CHICAGO,IL
10980-7565,HANOVER,NH
10980-7566,SAN JUAN,PR
10980-7567,INDIANAPOLIS,IN
10980-7568,BIRMINGHAM,AL
10980-7569,JACKSON,MS
10980-7570,MILWAUKEE,WI
10980-7571,SYRACUSE,NY
10980-7572,LOUISVILLE,KY
10980-7573,FAIRBORN,OH
10970-9743,HOUSTON,TX
10980-7574,BAYAMON,PR
10980-7575,DETROIT,MI
10980-7576,PITTSBURGH,PA
10980-7577,NEW ORLEANS,LA
10980-7578,SEATTLE,WA
10980-7579,OMAHA,NE
10980-7580,SALT LAKE CITY,UT
10980-7581,CHARLOTTESVILLE,VA
10960-8372,AUBURN,AL
10980-7582,CHICAGO,IL
11000-2413,STONY BROOK,NY
10970-2075,GALVESTON,TX
11000-2414,HOUSTON,TX
10980-7583,PHILADELPHIA,PA
11000-4444,ALBANY,NY
10980-7584,BALTIMORE,MD
10980-7585,BRONX,NY
10980-7586,AUGUSTA,GA
10980-7587,DALLAS,TX
10980-7588,AUSTIN,TX
11000-1292,LITTLE ROCK,AR
10960-8373,BEREA,OH
11000-1293,BIRMINGHAM,AL
11000-1294,MADISON,WI
10960-8374,WASHINGTON,DC
10970-2076,NEW HAVEN,CT
10980-7589,WASHINGTON,DC
10970-2077,OKLAHOMA CITY,OK
10970-2078,WASHINGTON,DC
10980-7590,BOSTON,MA
11000-4445,NORFOLK,VA
11000-2415,CALGARY,AB
10980-7591,ROYAL OAK,MI
10980-7592,SAN ANTONIO,TX
10970-9744,PHILADELPHIA,PA
10970-2079,IOWA CITY,IA
10970-2080,IOWA CITY,IA
10980-7593,LUBBOCK,TX
10980-7594,TUCSON,AZ
10980-7595,LOS ANGELES,CA
10980-7596,BOSTON,MA
10980-7597,NASHVILLE,TN
10970-2081,OTTAWA,ON
10980-7598,SAN DIEGO,CA
10970-2082,OTTAWA,ON
10980-7599,DURHAM,NC
10980-7600,CINCINNATI,OH
10980-7601,LOS ANGELES,CA
10970-9745,HERSHEY,PA
10960-8375,DETROIT,MI
10980-7602,DENVER,CO
10980-7603,LOS ANGELES,CA
10980-7604,BOSTON,MA
10970-2083,VANCOUVER,BC
10980-7605,PHILADELPHIA,PA
10980-7606,CHICAGO,IL
10970-2084,HONOLULU,HI
10980-7607,TUCSON,AZ
10980-7608,CLEVELAND,OH
10970-2085,WASHINGTON,DC
10980-7609,AKRON,OH
10980-7610,DETROIT,MI
10980-7611,WASHINGTON,DC
10980-7612,BALTIMORE,MD
10980-7613,BALTIMORE,MD
10970-2086,WASHINGTON,DC
10980-7614,MORGANTOWN,WV
10970-9746,BOSTON,MA
10980-7615,GALVESTON,TX
10980-7616,PITTSBURGH,PA
10960-8376,NORFOLK,VA
10980-7617,SALT LAKE CITY,UT
10980-7618,SAVANNAH,GA
10970-9747,PHOENIX,AZ
10980-7619,BOSTON,MA
10980-7620,CINCINNATI,OH
10980-7621,VALHALLA,NY
10980-7622,ST. LOUIS,MO
10980-7623,HARTFORD,CT
10970-2087,WASHINGTON,DC
10980-7624,CHARLOTTE,NC
10980-7625,BALTIMORE,MD
10980-7626,RICHMOND,VA
11000-0075,WASHINGTON,DC
10980-7627,NEW HYDE PARK,NY
10980-7628,BIRMINGHAM,AL
10980-7629,PITTSBURGH,PA
10970-2088,WASHINGTON,DC
10980-7630,NEW ORLEANS,LA
10970-9748,BROOKLYN,NY
10980-7631,WASHINGTON,DC
10970-2089,WASHINGTON,DC
10970-2090,BOSTON,MA
11000-1295,MOBILE,AL
10980-7632,CHICAGO,IL
10960-8377,PISCATAWAY,NJ
10960-8378,CHERRY HILL,NJ
11000-0076,HAMPTON,VA
10970-2091,ALBANY,NY
10970-2092,WASHINGTON,DC
10980-7633,WAHSHINGTON,DC
10970-2093,WASHINGTON,DC
10970-2094,AUGUSTA,GA
10970-2095,WASHINGTON,DC
10970-2096,WASHINGTON,DC
10970-2097,STANFORD,CA
11000-0077,ALMA,MI
10970-2098,EAST LANSING,MI
11000-1296,ALBION,MI
10970-2099,DENVER,CO
10970-2100,EAST LANSING,MI
10970-2101,JACKSON,MI
10970-9749,ANN ARBOR,MI
10970-9750,HOUGHTON,MI
10970-2102,DETROIT,MI
10960-8379,MILWAUKEE,WI
10960-8380,BIG RAPIDS,MI
10970-2103,EAST LANSING,MI
10970-2104,EAST LANSING,MI
10970-2105,EAST LANSING,MI
10960-8381,MILWAUKEE,WI
10970-9751,YPSILANTI,MI
10970-2106,MILWAUKEE,WI
10970-2107,LOUISVILLE,KY
10970-2108,EAST LANSING,MI
10970-2109,ALBION,MI
10970-2110,EAST LANSING,MI
10970-2111,ADRIAN,MI
10970-2112,IOWA CITY,IA
10970-9752,MOUNT PLEASANT,MI
10970-2113,DEARBORN,MI
10970-2114,CHARLOTTESVILLE,VA
11000-0078,MADISON,WI
10970-2115,PORTLAND,OR
10970-2116,WASHINGTON,DC
10970-2117,MAYWOOD,IL
10970-2118,TUCSON,AZ
10970-2119,CHICAGO,IL
11000-2416,MONTREAL,PQ
11000-4446,BOSTON,MA
11000-4447,WASHINGTON,DC
11000-1297,CHAPEL HILL,NC
10970-2120,MEMPHIS,TN
11000-4448,TOLEDO,OH
11000-0079,NEW YORK,NY
10960-8382,WASHINGTON,DC
10970-2121,WASHINGTON,DC
10960-8383,HAMILTON,ON
11000-1298,MADISON,WI
10980-7634,HANOVER,NH
10960-8384,KANSAS CITY,KS
10970-2122,ANN ARBOR,MI
10980-7635,STANFORD,CA
11000-1299,AL AIN,FR
10960-8385,ROCKFORD,IL
10960-8386,CLEVELAND,OH
10970-2123,GREENVILLE,NC
10960-8387,NEW MARKET,AL
11000-1300,HAMILTON,ON
10980-7636,NEW ROCHELLE,NY
10970-2124,WINSTON-SALEM,NC
11000-0080,PHILADELPHIA,PA
10970-9753,MEMPHIS,TN
10970-2125,CHICAGO,IL
10970-2126,OSWEGO,IL
10970-2127,CHICAGO,IL
10980-7637,DAVIS,CA
11000-1301,WEST LAFAYETTE,IN
10980-7638,SACRAMENTO,CA
11000-0081,NEW YORK,NY
10980-7639,WEST HAVEN,CT
10980-7640,MOBILE,AL
10980-7641,CLEVELAND,OH
10970-2128,BOSTON,MA
10980-7642,CLEVELAND,OH
10970-2129,ALBANY,NY
10970-2130,CHICAGO,IL
10970-2131,SILVER SPRING,MD
11000-1302,ROCHESTER,MN
10970-2132,LAFAYETTE HILL,PA
10970-2133,WINSTON-SALEM,NC
10980-7643,NORTH CHICAGO,IL
10980-7644,CHARLOTTESVILLE,VA
10970-9754,TUSKEGEE,AL
10970-2134,MADISON,WI
10970-2135,KANSAS CITY,MO
10980-7645,WASHINGTON,DC
10970-2136,WICHITA,KS
10970-2137,IOWA CITY,IA
10970-2138,OKLAHOMA CITY,OK
10960-8388,HAMILTON,ON
11000-1303,MIAMI,FL
10960-8389,COLUMBUS,OH
10970-2139,ATHENS,OH
10970-2140,FARMINGTON,CT
10980-7646,TAMPA,FL
10960-8390,BETHESDA,MD
10970-2141,RESTON,VA
10960-8391,RESTON,VA
10960-8392,BOSTON,MA
10970-2142,CHICAGO,IL
11000-0082,MONTREAL,PQ
10970-2143,YANKTON,SD
10970-2144,WASHINGTON,DC
10960-8393,COLUMBUS,OH
10970-2145,ROCHESTER,NY
10960-8394,NEW YORK,NY
10960-8395,NEWPORT BEACH,CA
10970-9755,LOS ANGELES,CA
10960-8396,MIAMI SHORES,FL
10960-8397,COPENHAGEN,FR
10980-7647,WASHINGTON,DC
10970-2146,LOUISVILLE,KY
10980-7648,WHEATON,IL
10970-9756,CHARLESTON,SC
11000-2417,TORONTO,ON
10980-7649,STONY BROOK,NY
11000-4449,BATON ROUGE,LA
10980-7650,JACKSONVILLE,FL
10970-2147,FALLS CHURCH,VA
