Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
155738,"MILTON HOME, THE",2,1,4,4,4,4/1/2016
315183,CADBURY NURSING & REHABILITATION CENTER,2,1,2,4,5,4/1/2016
115604,BROWN'S HEALTH & REHAB CENTER,1,1,3,1,1,4/1/2016
676352,STONEMERE REHABILITATION CENTER,3,4,1,4,4,4/1/2016
45441,HILLCREST HOME,5,5,2,4,4,4/1/2016
165540,COUNTRYSIDE HEALTH CARE CENTER,3,3,2,,,4/1/2016
445237,CHURCH HILL CARE & REHAB CTR,2,1,5,2,3,4/1/2016
105807,MADISON HEALTH AND REHABILITATION CENTER,4,4,2,4,3,4/1/2016
265767,LUTHERAN SENIOR SERVICES AT BREEZE PARK,4,3,4,4,3,4/1/2016
155583,MILLER'S MERRY MANOR,5,5,5,4,5,4/1/2016
365696,FOREST HILL RETIREMENT COMMUNITY,1,1,2,3,3,4/1/2016
175411,COUNTRY CARE INC,2,1,2,4,4,4/1/2016
105193,PARK MEADOWS HEALTH AND REHABILITATION CENTER,2,1,3,4,4,4/1/2016
365839,COLUMBUS ALZHEIMER'S CARE CTR,2,1,5,2,2,4/1/2016
675133,HIGHLAND PINES NURSING HOME LTD,1,1,3,1,1,4/1/2016
265121,FRIENDSHIP VILLAGE CHESTERFIELD,5,4,5,4,4,4/1/2016
395006,ST JOSEPH'S MANOR (DBA ENTITY OF HRHS),4,3,5,3,5,4/1/2016
395489,CORRY MANOR,3,3,5,1,2,4/1/2016
555717,WINDSOR CARE CENTER OF SACRAMENTO,2,2,4,2,1,4/1/2016
165488,TWILIGHT ACRES,2,2,4,3,3,4/1/2016
225641,MARQUARDT NURSING CENTER,5,4,2,5,5,4/1/2016
505272,LIFE CARE CENTER OF MOUNT VERNON,2,1,5,4,3,4/1/2016
335827,RIVER VALLEY CARE CENTER INC,2,2,3,3,2,4/1/2016
56218,BELL CONVALESCENT HOSPITAL,3,3,4,3,4,4/1/2016
375335,WINDRIDGE NURSING AND REHABILITATION CENTER,1,2,4,1,1,4/1/2016
365429,RIVERSIDE MANOR NRSG & REHAB CTR,1,1,2,3,3,4/1/2016
195590,ST CLARE MANOR,4,3,2,4,3,4/1/2016
525503,BENEDICTINE MANOR OF WAUSAU,2,1,3,4,5,4/1/2016
255100,GOLDEN LIVINGCENTER TYLERTOWN,4,5,2,1,2,4/1/2016
285083,LINDEN COURT,3,2,3,4,4,4/1/2016
395700,BRADFORD MANOR,1,2,1,3,3,4/1/2016
56379,OXNARD MANOR HEALTHCARE CENTER,2,1,2,4,4,4/1/2016
675539,THE BRADFORD AT BROOKSIDE,5,4,5,2,2,4/1/2016
505099,GOOD SAMARITAN SOCIETY - SPOKANE VALLEY,4,3,2,4,5,4/1/2016
395903,NORTH HILLS HEALTH AND REHABILITATION CENTER,2,1,4,4,5,4/1/2016
335464,ELANT AT MEADOW HILL,3,3,4,3,2,4/1/2016
366377,BROOKDALE RICHMOND HEIGHTS,3,3,1,4,4,4/1/2016
56487,RIO HONDO SUBACUTE &  NURSING CENTER,1,1,4,2,2,4/1/2016
335159,ROSS HEALTH CARE CENTER INC,3,2,5,2,2,4/1/2016
366423,MEADOWS OF OTTAWA THE,5,5,4,,,4/1/2016
676177,GARRISON NURSING HOME & REHABILITATION CENTER,3,3,4,2,1,4/1/2016
395514,VALLEY VIEW HEALTH & REHABILITATION CENTER,1,1,3,2,3,4/1/2016
145458,OAKBROOK HEALTHCARE CENTRE,5,4,5,5,5,4/1/2016
676299,SOUTHPARK MEADOWS NURSING AND REHABILITATION CENTE,1,2,2,1,1,4/1/2016
345131,REGENCY CARE OF CLEMMONS,1,2,4,1,1,4/1/2016
355096,ANETA PARKVIEW HEALTH CTR,2,1,4,5,5,4/1/2016
155491,LINCOLN CENTERS FOR REHABILITATION AND HEALTHCARE,1,1,1,2,4,4/1/2016
165245,HILLCREST HEALTH CARE CENTER,3,2,3,4,5,4/1/2016
115625,WYNFIELD PARK HEALTH AND REHABILITATION,1,1,1,1,2,4/1/2016
225688,SEA VIEW CONVALESCENT AND NURSING HOME,5,5,5,5,5,4/1/2016
265743,RIVERVIEW AT THE PARK CARE AND REHABILITATION CTR,2,2,2,3,2,4/1/2016
335294,LONG ISLAND CARE CENTER INC,2,3,3,1,2,4/1/2016
435034,AVERA MARYHOUSE LONG TERM CARE,4,2,5,5,5,4/1/2016
425121,CONWAY MANOR,3,3,4,3,3,4/1/2016
275020,VALLEY HEALTH CARE CENTER,1,1,4,3,3,4/1/2016
555485,KINGS NURSING & REHABILITATION CENTER,4,5,3,1,2,4/1/2016
555328,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),3,3,4,3,3,4/1/2016
365995,COUNTRY LAWN CTR FOR REHAB,5,5,5,4,4,4/1/2016
335158,OCEANSIDE CARE CENTER INC,1,2,2,1,2,4/1/2016
515176,HAMPSHIRE CENTER,4,4,3,3,3,4/1/2016
185348,BROWNSBORO HILLS HEALTH  CARE AND REHABILITATION C,1,1,1,5,5,4/1/2016
215197,FOX CHASE REHAB & NURSING CENTER,4,3,5,2,3,4/1/2016
395521,LANGHORNE GARDENS HEALTH AND REHABILITATION CENTER,3,3,4,3,3,4/1/2016
265837,ST JOSEPH'S BLUFFS,5,4,5,4,3,4/1/2016
165338,NORTHGATE CARE CENTER,5,5,5,3,5,4/1/2016
676208,GRACE CARE CENTER OF CYPRESS,3,2,2,4,3,4/1/2016
56213,TAMPICO TERRACE CARE CENTER,5,3,5,4,5,4/1/2016
55454,GOLDEN LIVINGCENTER-FOWLER,5,5,5,3,5,4/1/2016
175077,LIFE CARE CENTER OF OSAWATOMIE,3,3,3,3,5,4/1/2016
255267,CLARKSDALE NURSING CENTER,1,1,1,4,4,4/1/2016
515160,CRESTVIEW MANOR NURSING & REHABILITATION,2,2,4,2,2,4/1/2016
305005,KINDRED TRANSITIONAL CARE & REHABILITATION-GREENBR,4,4,3,3,4,4/1/2016
265781,MOORE-PIKE NURSING HOME,4,3,4,4,3,4/1/2016
65308,WHEATRIDGE MANOR CARE CENTER,5,4,5,4,4,4/1/2016
85015,SEAFORD CENTER,4,4,3,4,5,4/1/2016
365869,BRYDEN PLACE,2,1,5,2,2,4/1/2016
425384,SPARTANBURG HOSPITAL FOR RESTORATIVE CARE SNF,5,4,4,5,5,4/1/2016
145938,PARKSHORE ESTATES NURSING & REHAB,1,2,3,1,2,4/1/2016
335466,KINGSWAY ARMS NURSING CENTER INC,2,2,4,3,2,4/1/2016
145511,LEXINGTON HLTH CR CTR-LOMBARD,1,1,3,3,4,4/1/2016
515177,RAVENSWOOD VILLAGE,4,4,2,3,3,4/1/2016
395066,JEFFERSON HILLS HEALTHCARE AND REHABILITATION CENT,3,3,2,2,3,4/1/2016
555343,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,5,4,5,2,2,4/1/2016
225508,PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE,3,2,2,4,5,4/1/2016
215095,MANORCARE HEALTH SERVICES - BETHESDA,4,3,5,3,5,4/1/2016
366281,WINDSOR HOUSE AT CHAMPION,2,2,2,3,3,4/1/2016
425105,MILLENNIUM POST ACUTE REHABILITATION,3,2,5,3,3,4/1/2016
675641,NESBIT LIVING & RECOVERY CENTER,2,2,3,2,2,4/1/2016
335087,ST JOSEPHS HOME,5,5,3,2,3,4/1/2016
676351,THE LANDING AT WATERMERE,1,1,3,3,1,4/1/2016
225297,LIGHTHOUSE NURSING CARE CENTER,3,2,2,4,4,4/1/2016
555132,VALLEY MANOR CONV HOSP,4,3,5,3,2,4/1/2016
495191,"AFS OF BASTIAN, INC",3,4,1,4,4,4/1/2016
165240,GOOD SAMARITAN SOCIETY - WAUKON,4,4,4,4,5,4/1/2016
235184,HEARTLAND HEALTH CARE CENTER-BRIARWOOD,3,2,5,3,4,4/1/2016
345124,PRUITTHEALTH-ELKIN,4,3,5,2,3,4/1/2016
155093,GIBSON GENERAL HOSPITAL-SNF,4,3,2,4,5,4/1/2016
265420,APPLE RIDGE CARE CENTER,5,3,5,4,3,4/1/2016
315463,ATRIUM POST ACUTE CARE OF MATAWAN,3,3,4,3,3,4/1/2016
105611,WOOD LAKE HEALTH AND REHABILITATION CENTER,5,5,5,4,4,4/1/2016
345119,NORTHCHASE NURSING AND REHABILITATION CENTER,2,2,2,2,2,4/1/2016
525487,"IOLA LIVING ASSISTANCE, INC",4,3,3,4,4,4/1/2016
165185,RED OAK HEALTHCARE COMMUNITY,3,2,3,4,4,4/1/2016
335377,DIAMOND HILL NURSING & REHABILITATION CENTER,1,1,1,,,4/1/2016
365005,THE CHATEAU AT MOUNTAIN CREST NURSING & REHAB CTR,1,1,2,1,2,4/1/2016
335634,GARDEN GATE HEALTH CARE FACILITY,4,2,5,4,4,4/1/2016
185340,SIGNATURE HEALTHCARE OF GLASGOW REHAB & WELLNESS C,4,3,3,4,5,4/1/2016
675502,RETAMA MANOR NURSING CENTER/PLEASANTON NORTH,4,3,5,2,3,4/1/2016
495207,FRANKLIN HEALTH AND REHABILITATION CENTER,5,5,2,2,2,4/1/2016
55191,AVALON HEALTH CARE-MADERA,5,5,4,2,3,4/1/2016
115474,LYNN HAVEN HEALTH AND REHABILITATION,2,3,1,3,2,4/1/2016
445272,MABRY HEALTH CARE,4,3,3,4,4,4/1/2016
315132,CARE ONE AT THE HIGHLANDS,2,1,4,4,5,4/1/2016
345309,LIBERTY COMMONS NSG AND REHAB CTR OF HALIFAX CTY,4,3,5,2,3,4/1/2016
525600,MITCHELL MANOR,2,1,4,4,4,4/1/2016
56215,NORTHBROOK HEALTHCARE CENTER,5,3,5,4,4,4/1/2016
285059,ROSE BLUMKIN JEWISH HOME,5,5,5,5,5,4/1/2016
505379,ROYAL PARK HEALTH AND REHABILITATION,4,4,3,4,4,4/1/2016
505309,CAREAGE OF WHIDBEY,1,1,1,2,3,4/1/2016
395232,HOSPITALITY CARE CENTER OF HER,1,1,3,3,3,4/1/2016
525708,WI VETERANS HOME AT CHIPPEWA FALLS,5,4,5,5,5,4/1/2016
56334,BEACHWOOD POST-ACUTE & REHAB,1,1,4,2,2,4/1/2016
366117,RUFFING FAMILY CARE CTR OF TIF,3,3,4,2,3,4/1/2016
205079,"BRENTWOOD CENTER FOR HEALTH & REHABILITATION, LLC",4,2,5,4,4,4/1/2016
555821,MARTINEZ CONVALESCENT HOSPITAL,5,4,5,5,5,4/1/2016
335406,WAYNE COUNTY NURSING HOME,2,2,2,3,3,4/1/2016
675175,PARK MANOR OF MCKINNEY,4,4,5,1,1,4/1/2016
215123,BROADMEAD,5,4,5,5,5,4/1/2016
555890,HILLCREST NURSING HOME,1,1,3,3,1,4/1/2016
445367,HILLVIEW COMMUNITY LIVING CENTER,2,2,3,3,3,4/1/2016
115513,TWIN OAKS CONVALESCENT CENTER,4,4,3,3,2,4/1/2016
425318,REDEEMER HEALTH & REHAB OF PICKENS,4,3,,4,5,4/1/2016
105471,PARKS HEALTHCARE AND REHABILITATION CENTER,2,1,5,3,2,4/1/2016
335321,SPLIT ROCK REHAB AND HEALTH CARE CENTER,5,5,4,2,2,4/1/2016
335108,SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,5,4,5,5,5,4/1/2016
335225,OAK HILL MANOR NURSING HOME,3,2,2,5,5,4/1/2016
345355,GRAHAM HEALTHCARE AND REHABILITATION CENTER,2,3,1,2,2,4/1/2016
165006,IOWA JEWISH SENIOR LIFE CENTER,4,3,4,5,5,4/1/2016
235280,TENDERCARE ALPENA,4,4,4,4,4,4/1/2016
105777,"CROSSROADS, THE",5,5,4,5,5,4/1/2016
235472,MEMORIAL HEALTHCARE CENTER LTC,4,4,3,2,4,4/1/2016
675620,BEAUMONT NURSING AND REHABILITATION,3,3,3,3,3,4/1/2016
105117,SOUTH HERITAGE HEALTH & REHABILITATION CENTER,5,4,5,3,2,4/1/2016
105655,"NURSING CENTER AT FREEDOM VILLAGE, THE",2,1,4,4,4,4/1/2016
335495,WAYNE CENTER FOR NURSING & REHABILITATION,4,4,4,2,3,4/1/2016
675995,SENIOR CARE HEALTH & REHABILITATION CENTER-DENTON,4,5,3,1,1,4/1/2016
115404,LUMBER CITY NURSING & REHABILITATION CENTER,3,3,5,1,1,4/1/2016
155234,WESTRIDGE HEALTH CARE CENTER,1,1,1,3,3,4/1/2016
265564,MEDICALODGES BUTLER,5,4,5,4,4,4/1/2016
265401,FESTUS MANOR,4,4,4,2,2,4/1/2016
676172,GROVETON NURSING HOME,4,3,5,3,3,4/1/2016
45280,TWIN LAKES THERAPY AND LIVING,4,4,4,4,4,4/1/2016
56345,SAN LEANDRO HEALTHCARE CENTER,5,5,3,4,3,4/1/2016
365148,OAK PAVILION NURSING CENTER,2,2,3,2,3,4/1/2016
215262,UNIVERSITY OF MARYLAND SHORE NURSING AND REHAB,3,3,4,3,3,4/1/2016
155650,LINCOLNSHIRE HEALTH & REHABILITATION CENTER,2,2,4,3,2,4/1/2016
365094,MENORAH PARK CENTER FOR SENIOR,5,5,5,4,5,4/1/2016
215013,ST. MARY'S NURSING CENTER INC,4,4,2,4,4,4/1/2016
155710,CHASE CENTER,4,3,4,4,4,4/1/2016
115687,WILLOWBROOKE COURT AT LANIER VILLAGE ESTATES,4,4,4,3,2,4/1/2016
115435,HARTWELL HEALTH AND REHABILITATION,2,2,2,3,3,4/1/2016
35217,SCOTTSDALE VILLAGE SQUARE,4,2,5,4,4,4/1/2016
395831,SCHUYLKILL CENTER,4,5,4,1,1,4/1/2016
155786,ALLISONVILLE MEADOWS,3,2,5,2,4,4/1/2016
225198,TWIN OAKS CENTER,2,1,5,4,5,4/1/2016
395538,CONSULATE HEALTH CARE OF CHESWICK,1,1,1,4,4,4/1/2016
106054,"FINR III, LLC",4,4,,,,4/1/2016
365667,"MEDINA VILLAGE RETIREMENT COMMUNITY, LTD",2,2,2,3,3,4/1/2016
75111,WOLCOTT HALL NURSING CTR,4,3,3,4,5,4/1/2016
235431,SANCTUARY AT THE PARK,2,1,5,4,3,4/1/2016
185201,SIGNATURE HEALTHCARE AT TANBARK REHAB & WELLNESS C,5,5,2,5,5,4/1/2016
265476,"REHABILITATION CENTER OF RAYMORE, THE",2,2,2,3,3,4/1/2016
335674,NESCONSET CENTER FOR NURSING AND REHABILITATION,2,3,3,1,2,4/1/2016
495345,LANCASHIRE CONVALESCENT AND REHABILITATION CENTER,1,2,1,2,3,4/1/2016
235573,COUNTRYSIDE NURSING AND REHABILITATION COMMUNITY,3,3,4,2,2,4/1/2016
455565,PALESTINE HEALTHCARE CENTER,1,1,2,1,1,4/1/2016
215026,POTOMAC VALLEY NSG & WELLNESS,4,4,4,4,5,4/1/2016
51A009,WELCH COMMUNITY HOSPITAL,3,3,3,3,1,4/1/2016
285294,VALLEY VIEW SENIOR VILLAGE,5,5,4,4,5,4/1/2016
65299,PARKVIEW CARE CENTER,4,4,3,2,3,4/1/2016
455561,BEAUMONT HEALTH CARE CENTER,3,3,3,2,1,4/1/2016
415035,HOPKINS MANOR LTD,3,2,5,3,3,4/1/2016
395363,GOLDEN LIVINGCENTER-KINZUA,3,3,2,2,3,4/1/2016
245114,HARMONY RIVER LIVING CENTER,5,5,4,3,2,4/1/2016
155659,KINDRED TRANSITIONAL CARE AND REHAB-SELLERSBURG,5,5,3,4,4,4/1/2016
675812,WHISPERING PINES NURSING AND REHABILITATION LP,2,2,4,2,2,4/1/2016
145246,MANORCARE OF HINSDALE,2,1,4,4,5,4/1/2016
555118,WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO,4,4,4,3,3,4/1/2016
225619,MARIE ESTHER HEALTH CENTER INC,5,4,5,3,2,4/1/2016
555220,VINEYARD HILLS HEALTH CENTER,4,3,5,3,2,4/1/2016
135053,IVY COURT,5,3,5,4,5,4/1/2016
366159,BIRCHWOOD CARE CENTER,1,1,3,2,4,4/1/2016
315469,CONTINUING CARE AT SEABROOK,5,4,4,5,5,4/1/2016
146075,GRANITE NURSING & REHABILITATION,3,3,4,2,3,4/1/2016
345261,ALLEGHANY CENTER,3,3,3,2,3,4/1/2016
35096,PALM VIEW REHABILITATION & CARE,1,1,4,2,3,4/1/2016
375439,PONCA CITY NURSING & REHABILITATION CENTER,3,3,4,3,3,4/1/2016
445123,ALEXIAN VILLAGE OF TENNESSEE,2,2,3,3,3,4/1/2016
335017,BEECHTREE CENTER FOR REHABILITATION AND NURSING,1,1,1,3,3,4/1/2016
55297,NORWALK MEADOWS NURSING CENTER,5,4,5,3,3,4/1/2016
45F199,MEMORIAL NURSING AND REHABILITATION CENTER,5,4,3,5,5,4/1/2016
325104,NM BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS(THE),3,2,3,5,5,4/1/2016
425372,BETHEA BAPTIST HEALTHCARE CENTER,3,2,4,4,4,4/1/2016
525533,ALGOMA MEDICAL CENTER,4,4,4,3,3,4/1/2016
335650,TERRACE VIEW LONG TERM CARE FACILITY,2,2,1,4,3,4/1/2016
375034,MAPLEWOOD CARE CENTER,1,1,1,2,2,4/1/2016
335805,DR SUSAN SMITH MCKINNEY NRSG & REHAB CTR,4,4,4,3,3,4/1/2016
335361,CLIFTON SPRINGS HOSPITAL & CLINIC EXTENDED CARE,4,3,4,4,5,4/1/2016
115491,PRUITTHEALTH - ASHBURN,5,4,5,2,3,4/1/2016
15028,KELLER LANDING,3,3,2,3,4,4/1/2016
555450,AMERICAN RIVER CENTER,4,3,4,4,4,4/1/2016
105866,PLAZA WEST,4,3,4,4,4,4/1/2016
315501,MERIDIAN SUBACUTE REHABILITATION,5,5,5,5,5,4/1/2016
505320,COLUMBIA CREST CENTER,4,3,5,3,4,4/1/2016
525467,MARYHILL MANOR,4,2,5,4,5,4/1/2016
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,4,4,2,2,2,4/1/2016
555246,LIFE CARE CENTER OF VISTA,5,4,5,3,3,4/1/2016
155265,KINDRED TRANSITIONAL CARE AND REHAB-WEDGEWOOD,5,4,5,2,2,4/1/2016
56182,GOLDEN HILL SUBACUTE & REHAB CTR,2,2,3,3,4,4/1/2016
675554,GRACE CARE CENTER OF NOCONA,4,4,2,3,2,4/1/2016
525581,CREST VIEW NURSING HOME,5,3,5,5,5,4/1/2016
285160,ST. JOSEPH'S REHABILITATION & CARE CENTER,4,3,4,5,5,4/1/2016
55850,PINE RIDGE CARE CENTER,2,1,5,4,4,4/1/2016
105002,SANDALWOOD NURSING CENTER,2,2,1,4,3,4/1/2016
215198,WILLIAMSPORT NURSING HOME,2,2,4,3,2,4/1/2016
365343,PRISTINE SENIOR LIVING & POST-ACUTE CARE OF WILLAR,3,3,5,1,1,4/1/2016
465157,MILLARD COUNTY CARE AND REHABILITATION,4,3,5,3,5,4/1/2016
105529,HERITAGE PARK CARE AND REHABILITATION CENTER,4,3,5,3,3,4/1/2016
185270,CUMBERLAND VALLEY MANOR,2,2,1,5,5,4/1/2016
115379,PRUITTHEALTH - MONROE,4,4,3,3,3,4/1/2016
315364,JERSEY SHORE CENTER,4,4,4,2,4,4/1/2016
75316,GLASTONBURY HEALTH CARE CENTER,4,4,4,4,5,4/1/2016
235182,LYNWOOD MANOR HEALTHCARE CENTER,5,3,5,4,3,4/1/2016
335663,"RIDGE VIEW MANOR, L L C",1,1,2,3,3,4/1/2016
75001,ST JOSEPH'S CENTER,3,2,3,4,4,4/1/2016
676139,SENIOR CARE OF GREEN OAKS,2,1,5,1,2,4/1/2016
295008,EL JEN CONVALESCENT HOSPITAL AND RETIREMENT CENTER,3,4,1,4,4,4/1/2016
185315,CLINTON COUNTY CARE & REHABILITATION CENTER,5,5,5,3,4,4/1/2016
285206,FAIRVIEW MANOR,5,5,5,3,3,4/1/2016
225556,MONT MARIE REHABILITATION & HEALTHCARE CENTER,3,3,1,5,5,4/1/2016
676085,THE ARBORS,5,4,5,4,3,4/1/2016
195624,RESTHAVEN LIVING CENTER,1,1,1,3,2,4/1/2016
505255,AVALON CARE CENTER - OTHELLO LLC,5,5,5,4,4,4/1/2016
145888,ALDEN ESTATES OF NORTHMOOR,4,4,4,2,4,4/1/2016
395927,STONERIDGE POPLAR RUN,5,5,5,4,4,4/1/2016
105293,EGRET COVE CENTER,4,2,5,4,3,4/1/2016
145029,PRESENCE VILLA FRANCISCAN,1,1,2,2,3,4/1/2016
345264,STANLEY TOTAL LIVING CENTER,3,2,4,4,4,4/1/2016
215228,ALTHEA WOODLAND NURSING HOME,3,2,4,4,4,4/1/2016
265829,INDEPENDENCE CARE CENTER OF PERRY COUNTY,1,1,2,1,2,4/1/2016
435050,GOLDEN LIVINGCENTER - ARLINGTON,4,3,4,4,5,4/1/2016
345244,HARBORVIEW HEALTH CARE CENTER,2,3,1,3,3,4/1/2016
676381,WEST HOUSTON REHABILITATION AND HEALTHCARE CENTER,,,,,,4/1/2016
675666,BRIARCLIFF HEALTH CENTER OF GREENVILLE INC,5,5,2,3,2,4/1/2016
676175,PERMIAN RESIDENTIAL CARE CENTER,2,1,5,4,4,4/1/2016
245487,ST ELIZABETH MEDICAL CENTER,4,3,4,5,5,4/1/2016
245548,TUFF MEMORIAL HOME,4,3,4,4,4,4/1/2016
505246,AVALON CARE CENTER - PULLMAN,5,3,5,4,5,4/1/2016
45289,"LONOKE HEALTH AND REHAB CENTER, LLC",2,1,3,4,3,4/1/2016
345185,PREMIER LIVING AND REHAB CENTER,1,2,1,2,2,4/1/2016
65347,VALLEY VIEW HEALTH CARE CENTER INC,3,3,3,2,4,4/1/2016
315518,"VENETIAN CARE & REHABILITATION CENTER, THE",2,1,4,4,4,4/1/2016
45250,GOOD SAMARITAN SOCIETY - MOUNTAIN HOME,4,4,2,4,4,4/1/2016
345533,THE CEDARS OF CHAPEL HILL,3,4,1,,,4/1/2016
395628,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,5,4,5,2,3,4/1/2016
335486,PELHAM PARKWAY NURSING CENTER AND REHAB FACILITY,2,3,4,1,1,4/1/2016
105715,HAMPTON COURT NURSING AND REHABILITATION CENTER,5,4,5,4,4,4/1/2016
315297,"FOUNTAINS AT CEDAR PARKE, THE",2,2,4,2,4,4/1/2016
195463,"FOREST HAVEN NURSING & REHAB CTR, LLC",3,3,5,1,2,4/1/2016
255264,LONGWOOD COMM LIVING CENTER,2,1,2,4,4,4/1/2016
285080,HILLCREST NURSING HOME,1,1,4,,,4/1/2016
165460,KAREN ACRES CARE CENTER,2,2,4,3,5,4/1/2016
155703,BROOKSIDE VILLAGE INC,5,5,4,5,5,4/1/2016
676127,EMERALD HILLS REHABILITATION AND HEALTHCARE CENTER,3,2,5,2,2,4/1/2016
155718,COMMUNITY NORTHVIEW CARE CENTER,3,2,5,2,1,4/1/2016
445180,"NHC HEALTHCARE, LAWRENCEBURG",3,3,4,2,4,4/1/2016
55344,COUNTRY VILLA CLAREMONT HEALTH,3,3,3,3,3,4/1/2016
365555,O'BRIEN MEMORIAL HEALTH CARE C,5,4,5,2,4,4/1/2016
495283,MANORCARE HEALTH SERVICES-IMPERIAL,4,3,5,3,3,4/1/2016
315204,CANTERBURY AT CEDAR GROVE,2,1,5,4,4,4/1/2016
245232,CUYUNA REGIONAL MEDICAL CENTER,3,2,3,5,5,4/1/2016
505416,FOSS HOME & VILLAGE,3,2,4,4,5,4/1/2016
505273,PRESTIGE CARE & REHABILITATION - CAMAS,5,5,5,4,5,4/1/2016
365821,WALNUT CREEK NURSING CENTER,4,4,4,4,3,4/1/2016
345129,AUTUMN CARE OF MOCKSVILLE,2,2,3,2,2,4/1/2016
185170,BRADFORD SQUARE GENESIS HEALTHCARE,1,2,1,2,3,4/1/2016
396135,ALLIED SERVICES TRANSITIONAL REHAB UNIT,5,4,3,5,5,4/1/2016
525286,JULIETTE MANOR,4,3,3,5,5,4/1/2016
366188,LUTHERAN HOME AT TOLEDO,3,3,1,4,3,4/1/2016
445349,MILAN HEALTH CARE CENTER,1,1,3,3,3,4/1/2016
375482,BARNSDALL NURSING HOME,3,2,3,4,4,4/1/2016
335657,CAMPBELL HALL REHAB CENTER,2,2,4,2,3,4/1/2016
65208,PEARL STREET HEALTH AND REHABILITATION CENTER,2,2,2,3,4,4/1/2016
105552,SANDY RIDGE HEALTH AND REHABILITATION,5,5,2,4,4,4/1/2016
366367,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,5,4,5,2,3,4/1/2016
345477,THE OAKS AT SWEETEN CREEK,1,1,3,2,3,4/1/2016
365085,LIFE CARE CENTER OF MEDINA,4,4,3,4,4,4/1/2016
225265,WINGATE AT HAMPDEN REHABILITATIVE & SKLD NURS RESI,2,2,4,3,4,4/1/2016
365354,LONGMEADOW CARE CENTER,2,3,1,3,3,4/1/2016
325047,CASA DE ORO CENTER,3,3,3,2,2,4/1/2016
225014,SPAULDING NURSING & THERAPY CENTER - WEST ROXBURY,5,4,3,5,5,4/1/2016
125058,YUKIO OKUTSU STATE VETERANS HOME,4,4,4,4,5,4/1/2016
315019,DWELLING PLACE AT ST CLARE'S,4,4,3,4,5,4/1/2016
345088,TRINITY GLEN,3,2,2,4,3,4/1/2016
75034,"CAROLTON CHRONIC & CONV HOSP,",4,2,5,5,5,4/1/2016
675565,PARKWOOD HEALTHCARE COMMUNITY,2,1,5,4,4,4/1/2016
225599,BEDFORD VILLAGE CARE AND REHABILITATION CENTER LLC,5,3,5,4,3,4/1/2016
525482,BURLINGTON REHABILITATION AND CARE CENTER,3,2,5,2,2,4/1/2016
145417,"UNITED METHODIST VILLAGE, THE",5,4,2,5,5,4/1/2016
195459,ARBOR LAKE SKILLED NURSING & REHABILITATION,3,2,5,3,2,4/1/2016
295083,"THE HEIGHTS OF SUMMERLIN, LLC",2,1,5,3,3,4/1/2016
415085,MOUNT ST RITA HEALTH CENTRE,3,2,4,4,5,4/1/2016
555673,ASBURY PARK NURSING & REHABILITATION CENTER,3,2,4,4,3,4/1/2016
555694,ALDERSLY SKILLED NURSING FACILITY,3,2,4,4,5,4/1/2016
85053,CADBURY AT LEWES,5,3,5,5,5,4/1/2016
415068,WARREN SKILLED NURSING & REHABILITATION,4,3,4,4,5,4/1/2016
375550,SHARE MEDICAL CENTER,4,4,2,3,2,4/1/2016
365101,ELMWOOD HEALTHCARE CENTER AT THE SPRINGS,3,3,1,4,3,4/1/2016
375497,"HASKELL COUNTY NURSING CENTER, INC",1,1,3,3,1,4/1/2016
155692,HERITAGE OF HUNTINGTON,5,4,5,4,5,4/1/2016
115569,FOX GLOVE CENTER,2,2,5,1,2,4/1/2016
675284,MISSION MANOR HEALTHCARE RESIDENCE,2,3,1,3,2,4/1/2016
215020,FORESTVILLE HEALTH & REHABILITATION CENTER,3,3,5,1,2,4/1/2016
455557,THE PALMS NURSING AND REHABILITATION LP,1,1,2,1,1,4/1/2016
495160,RAPPAHANNOCK WESTMINSTER CANTE,5,3,5,5,5,4/1/2016
445377,SIGNATURE HEALTHCARE OF ERIN,5,3,5,4,4,4/1/2016
265753,OZARK NURSING AND CARE CENTER,4,4,3,2,1,4/1/2016
365541,HERITAGE THE,3,4,1,3,4,4/1/2016
525454,OAKWOOD VILLA,5,3,5,4,5,4/1/2016
505214,KINDRED NURSING AND REHABILITATION - ARDEN,1,1,2,2,3,4/1/2016
45167,SPRINGDALE HEALTH AND REHABILITATION CENTER,2,2,3,3,3,4/1/2016
445126,"NHC HEALTHCARE, SEQUATCHIE",3,3,3,3,3,4/1/2016
335642,GOWANDA REHABILITATION AND NURSING CENTER,2,2,4,2,2,4/1/2016
365222,LAURELS OF NORWORTH THE,3,2,4,4,4,4/1/2016
185461,GLEN RIDGE HEALTH CAMPUS,2,1,2,4,4,4/1/2016
205166,GORHAM HOUSE,4,4,4,4,5,4/1/2016
